Compound_name,Extracted_name,Molecular_weight,Type,Voltage_in_V
Li / Au / Cu,"[{'Li': '1.0'}, {'Au': '1.0'}, {'Cu': '1.0'}]",267.456,Anod,0.0921
3Mn0.8Fe0.1Ti0.1O2,"[{'Mn': '0.8', 'Fe': '0.1', 'Ti': '0.1', 'O': '2.0'}]",86.31960000000001,Cath,4.0
Li1.17Ni0.25Mn0.58O2,"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",86.65509,Cath,4.6
LiNi0.5Co0.5PO4 / C,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.734,Cath,4.71
Ir / B4C,"[{'Ir': '1.0'}, {'B': '4.0', 'C': '1.0'}]",247.471,Cath,4.37
V2O3 / C,"[{'V': '2.0', 'O': '3.0'}, {'C': '1.0'}]",161.891,Anod,3.0
MgH2 / CoO,"[{'Mg': '1.0', 'H': '2.0'}, {'Co': '1.0', 'O': '1.0'}]",101.253,Anod,0.075
IrO2,"[{'Ir': '1.0', 'O': '2.0'}]",224.218,Anod,1.8
Fe2(CN)6,"[{'C': '6.0', 'N': '6.0', 'Fe': '2.0'}]",267.798,Cath,3.47
LiMn204,"[{'Li': '1.0', 'Mn': '204.0'}]",11214.292,Cath,3.0
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",165.863,Cath,2.75
Li4Ti5O12 @ C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",471.094,Anod,1.0
OCs-CNTs,"[{'O': '1.0', 'Cs': '1.0'}]",148.909,Cath,3.69
LiMn0.5Ni0.5O2,"[{'Li': '1.0', 'Mn': '0.5', 'Ni': '0.5', 'O': '2.0'}]",95.7535,Cath,5.11
KMnO4,"[{'K': '1.0', 'Mn': '1.0', 'O': '4.0'}]",158.032,Cath,2.8
S @ MnO2,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",118.996,Cath,2.1
MoO2,"[{'Mo': '1.0', 'O': '2.0'}]",127.948,Anod,0.35
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,3.4
LiFe0.4Mn0.4Co0.2PO4 / C-based,"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.4', 'Co': '0.2', 'P': '1.0', 'O': '4.0'}]",158.0098,Cath,5.0
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",623.376,Cath,4.2
Fe2N @ C / CNTs,"[{'Fe': '2.0', 'N': '1.0', 'C': '1.0'}]",137.708,Anod,3.0
Li2NiPO4F,"[{'Li': '2.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",186.541,Cath,5.3
NP-Si @ TiO2,"[{'N': '1.0', 'P': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",124.846,Anod,1.5
MoSe2 / MoO3,"[{'Mo': '1.0', 'Se': '2.0'}, {'Mo': '1.0', 'O': '3.0'}]",397.839,Anod,3.0
PtRu,"[{'Pt': '1.0', 'Ru': '1.0'}]",296.15,Anod,0.65
Li2Se,"[{'Li': '2.0', 'Se': '1.0'}]",92.851,Cath,2.4
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",107.294,Cath,3.5
Copper oxide,"[{'Cu': '2.0', 'O': '3.0'}]",175.089,Anod,1.0
Iron sulfide,"[{'Fe': '2.0', 'S': '3.0'}]",207.87,Cath,1.8
RuO2 @ NiCo2O4,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",373.62299999999993,Cath,0.614
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",168.859,Cath,4.5
NiO2,"[{'Ni': '1.0', 'O': '2.0'}]",90.691,Cath,4.2
(MoO2)2P2O7,"[{'Mo': '2.0', 'O': '11.0', 'P': '2.0'}]",429.837,Cath,3.7
Pt / Pd,"[{'Pt': '1.0'}, {'Pd': '1.0'}]",301.5,Anod,0.925
Ni-doped Na0.7MnO2,"[{'Na': '0.7', 'Mn': '1.0', 'O': '2.0'}]",103.029,Cath,3.9
Cr-doped LiMnO2,"[{'Li': '1.0', 'Mn': '1.0', 'O': '2.0'}]",93.876,Cath,2.5
N2NO,"[{'N': '3.0', 'O': '1.0'}]",58.02,Cath,0.2
Na3FeF6 / CNTs,"[{'Na': '3.0', 'Fe': '1.0', 'F': '6.0'}]",238.803,Cath,1.0
Na3V2(PO4)2 @ C,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",372.804,Cath,2.2
Mg2Sn,"[{'Mg': '2.0', 'Sn': '1.0'}]",167.32,Anod,2.0
Li2CuO2,"[{'Li': '2.0', 'Cu': '1.0', 'O': '2.0'}]",109.424,Cath,3.8
Co4N @ NC-m air,"[{'Co': '4.0', 'N': '1.0'}]",249.739,Cath,1.12
Ni3S2 / Ni,"[{'Ni': '3.0', 'S': '2.0'}, {'Ni': '1.0'}]",298.892,Cath,0.55
FeAs,"[{'Fe': '1.0', 'As': '1.0'}]",130.767,Anod,0.4
Fe-doped Li1.2Mn0.56Ni0.16Co0.08O,"[{'Li': '1.2', 'Mn': '0.56', 'Ni': '0.16', 'Co': '0.08', 'O': '2.0'}]",85.19680000000001,Cath,4.8
Co3S4,"[{'Co': '3.0', 'S': '4.0'}]",305.039,Cath,0.68
Li2MgSnO4,"[{'Li': '2.0', 'Mg': '1.0', 'Sn': '1.0', 'O': '4.0'}]",220.891,Anod,3.18
Co9S8,"[{'Co': '9.0', 'S': '8.0'}]",786.8770000000001,Cath,0.83
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",112.257,Cath,4.2
Nb2O5,"[{'Nb': '2.0', 'O': '5.0'}]",265.807,Anod,3.0
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",85.87440000000001,Cath,4.6
Sb48Fe36P16,"[{'Sb': '48.0', 'Fe': '36.0', 'P': '16.0'}]",8350.484,Anod,0.5
NFSO / C,"[{'N': '1.0', 'F': '1.0', 'S': '1.0', 'O': '1.0'}, {'C': '1.0'}]",93.075,Cath,4.1
K0.5[Mn0.8Fe0.1Ni0.1]O2,"[{'K': '0.5', 'Mn': '0.8', 'Fe': '0.1', 'Ni': '0.1', 'O': '2.0'}]",106.9512,Cath,3.9
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",134.709,Anod,1.0
Bi2S3 / C,"[{'Bi': '2.0', 'S': '3.0'}, {'C': '1.0'}]",526.151,Anod,1.63
Li9V3(P2O7)3(PO4)2 / carbon,"[{'P': '8.0', 'O': '29.0', 'Li': '9.0', 'V': '3.0'}]",927.0475,Cath,3.0
CCOâNi,"[{'C': '2.0', 'O': '1.0'}]",40.021,Cath,4.4
Cu / Li,"[{'Cu': '1.0'}, {'Li': '1.0'}]",70.486,Anod,0.03
NiCo2O4 @ Ni3S2,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Ni': '3.0', 'S': '2.0'}]",480.754,Cath,0.2
Li2ZnTi3O8 / C-10,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",350.853,Anod,1.61
AgCl,"[{'Ag': '1.0', 'Cl': '1.0'}]",143.32,Cath,1.75
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",83.976,Cath,2.29
PI-FTD-NCM811,"[{'P': '1.0', 'I': '1.0'}]",157.874,Cath,4.4
NaLi0.2Mn0.8O2,"[{'Na': '1.0', 'Li': '0.2', 'Mn': '0.8', 'O': '2.0'}]",100.3264,Cath,4.5
TiO2 / Co3O4,"[{'Ti': '1.0', 'O': '2.0'}, {'Co': '3.0', 'O': '4.0'}]",320.66,Anod,3.0
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anod,0.8
LiMn1.4Ni0.55Mo0.05O4,"[{'Li': '1.0', 'Mn': '1.4', 'Ni': '0.55', 'Mo': '0.05', 'O': '4.0'}]",184.92785,Cath,4.7
Ir0.6Ru0.4O2,"[{'Ir': '0.6', 'Ru': '0.4', 'O': '2.0'}]",187.758,Anod,1.57
CuHCF,"[{'Cu': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",95.563,Cath,0.05
Li2CoMn3O8,"[{'Li': '2.0', 'Co': '1.0', 'Mn': '3.0', 'O': '8.0'}]",365.619,Cath,5.0
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",119.961,Anod,3.1
LiNi0.70Co0.30O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.3', 'O': '2.0'}]",97.703,Cath,3.75
Li1.26Mn0.52Fe0.22O2,"[{'Li': '1.26', 'Mn': '0.52', 'Fe': '0.22', 'O': '2.0'}]",81.59606000000001,Cath,4.8
Na1.86Fe3(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '1.86', 'Fe': '3.0'}]",495.2063999999999,Cath,3.75
FeSi6 / C,"[{'Fe': '1.0', 'Si': '6.0'}, {'C': '1.0'}]",236.366,Anod,0.4
Li2FeP2O7 pyrophosphate,"[{'Li': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}]",243.666,Cath,3.5
Ti4O7 / MCO,"[{'Ti': '4.0', 'O': '7.0'}]",303.461,Cath,2.2
LiFeSO4F,"[{'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'O': '4.0', 'F': '1.0'}]",177.839,Cath,3.6
Ti3C2,"[{'Ti': '3.0', 'C': '2.0'}]",167.623,Cath,2.1
Li4C24H8O8,"[{'Li': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",452.08,Anod,1.1
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",85.912,Anod,2.0
Sn / Cu @ C,"[{'Sn': '1.0'}, {'Cu': '1.0', 'C': '1.0'}]",194.267,Anod,2.2
NaV3(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '1.0', 'V': '3.0'}, {'C': '1.0'}]",472.7355,Anod,1.8
LiTi2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",387.584,Anod,0.65
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",103.604,Anod,2.5
Li2CoTi3O8,"[{'Li': '2.0', 'Co': '1.0', 'Ti': '3.0', 'O': '8.0'}]",344.406,Anod,0.56
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",150.682,Cath,0.16
Fe0.5Ti2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Fe': '0.5', 'Ti': '2.0'}]",408.5665,Anod,3.0
(LNMO)95 @ (YBCO)5,"[{'Y': '5.0', 'B': '5.0', 'C': '5.0', 'O': '5.0'}]",638.63,Cath,4.9
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",103.943,Cath,2.35
Mn2CoO4,"[{'Mn': '2.0', 'Co': '1.0', 'O': '4.0'}]",232.805,Anod,0.02
K3PW12O40,"[{'K': '3.0', 'P': '1.0', 'W': '12.0', 'O': '40.0'}]",2994.308,Anod,0.1
K0.23V2O5,"[{'K': '0.23', 'V': '2.0', 'O': '5.0'}]",190.87054,Anod,0.82
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cath,4.33
LiFe0.4Cu0.4Mn1.2O4,"[{'Li': '1.0', 'Fe': '0.4', 'Cu': '0.4', 'Mn': '1.2', 'O': '4.0'}]",184.618,Cath,3.13
SnCoC,"[{'Sn': '1.0', 'Co': '1.0', 'C': '1.0'}]",189.654,Anod,0.2
Li3Fe2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Fe': '2.0'}, {'C': '1.0'}]",429.431,Cath,0.1
NFS,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",65.065,Cath,4.5
S0.94Se0.06,"[{'S': '0.94', 'Se': '0.06'}]",34.874660000000006,Cath,0.8
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cath,0.5
Sb2O3 / Ti3C2Tx,"[{'Sb': '2.0', 'O': '3.0'}]",291.517,Anod,2.5
MnFe2O4,"[{'Mn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",230.624,Anod,1.3
Li3FeF6 / CNTs,"[{'Li': '3.0', 'Fe': '1.0', 'F': '6.0'}]",190.653,Cath,2.9
Li2S / CNT / C-N / O,"[{'Li': '2.0', 'S': '1.0'}, {'O': '1.0'}]",61.93900000000001,Cath,0.08
Na4MnV(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '4.0', 'Mn': '1.0', 'V': '1.0'}]",482.7495,Cath,3.3
Na2MnPO4F,"[{'Na': '2.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",214.886,Cath,3.6
Pt / Ti4O7,"[{'Pt': '1.0'}, {'Ti': '4.0', 'O': '7.0'}]",498.541,Cath,1.5
CoSn,"[{'Co': '1.0', 'Sn': '1.0'}]",177.643,Anod,1.6
VS2,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Anod,1.5
LiNi0.85Co0.15O2,"[{'Li': '1.0', 'Ni': '0.85', 'Co': '0.15', 'O': '2.0'}]",97.667,Cath,0.05
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",98.578346,Cath,4.3
0.5Li2MnO3-0.5LiMn0.5Ni0.5O2,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",116.815,Cath,3.28
Li1.09Mn1.91O4,"[{'Li': '1.09', 'Mn': '1.91', 'O': '4.0'}]",176.49218,Cath,4.3
VB2 / Ni,"[{'V': '1.0', 'B': '2.0'}, {'Ni': '1.0'}]",131.2545,Anod,0.7
Si / copper,"[{'Si': '1.0'}, {'Cu': '1.0'}]",91.631,Anod,1.6
KMnHCF,"[{'K': '1.0', 'Mn': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",126.053,Anod,0.6
Manganese oxide,"[{'Mn': '2.0', 'O': '7.0'}]",221.86900000000003,Cath,2.5
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",122.239,Cath,2.6
Na1.5VPO4.8F0.7,"[{'Na': '1.5', 'V': '1.0', 'P': '1.0', 'O': '4.8', 'F': '0.7'}]",206.4943,Cath,3.3
BP2000 carbon,"[{'B': '1.0', 'P': '2000.0'}]",61958.81,Anod,3.0
OBC,"[{'O': '1.0', 'B': '1.0', 'C': '1.0'}]",38.82,Cath,1.0
CoO / Ti3C2,"[{'Co': '1.0', 'O': '1.0'}, {'Ti': '3.0', 'C': '2.0'}]",242.555,Anod,0.8
CoCu / graphene,"[{'Co': '1.0', 'Cu': '1.0'}]",122.479,Cath,2.5
Li[Li0.3Cr0.1Mn0.6]O2,"[{'Li': '1.3', 'Cr': '0.1', 'Mn': '0.6', 'O': '2.0'}]",79.1824,Cath,4.5
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",90.934,Cath,2.73
Co / N / S-CNPs,"[{'Co': '1.0'}, {'N': '1.0'}]",72.94,Cath,1.51
NiFe2O4âCNT,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",234.379,Cath,4.5
RuO2 / NiO,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0', 'O': '1.0'}]",207.76,Cath,2.75
LiMnBO3 / C,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",132.696,Cath,4.5
Li2FeSiO4,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",161.806,Cath,4.2
Au / Î´-MnO2,"[{'Au': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",283.906,Cath,2.0
Na2Fe(SO4)2,"[{'S': '2.0', 'O': '8.0', 'Na': '2.0', 'Fe': '1.0'}]",293.937,Cath,3.6
Li0.3MnO2,"[{'Li': '0.3', 'Mn': '1.0', 'O': '2.0'}]",89.018,Cath,3.4
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",97.0516,Cath,2.0
LiMn1.5Ni0.4Cr0.1O4,"[{'Li': '1.0', 'Mn': '1.5', 'Ni': '0.4', 'Cr': '0.1', 'O': '4.0'}]",182.0198,Cath,5.0
Na2MnFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Na': '2.0', 'Mn': '1.0', 'Fe': '1.0'}]",312.871,Cath,2.0
NiS2 / C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",134.824,Cath,1.6
CNT-air,"[{'C': '1.0', 'N': '1.0'}]",26.018,Cath,4.2
LiNiVO4,"[{'Li': '1.0', 'Ni': '1.0', 'V': '1.0', 'O': '4.0'}]",180.5705,Cath,4.8
VO2,"[{'V': '1.0', 'O': '2.0'}]",82.9395,Anod,0.3
FeSe-CNFA-T,"[{'Fe': '1.0', 'Se': '1.0'}]",134.816,Anod,3.0
NiSe / Ni,"[{'Ni': '1.0', 'Se': '1.0'}, {'Ni': '1.0'}]",196.357,Anod,0.31
ZnFe2O4,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",241.066,Anod,3.0
LiAl0.15Mn1.85O4,"[{'Li': '1.0', 'Al': '0.15', 'Mn': '1.85', 'O': '4.0'}]",176.6186,Cath,3.5
CNTs @ SnO2 / SnO / Sn,"[{'Sn': '1.0', 'O': '1.0'}, {'Sn': '1.0'}]",253.419,Anod,3.0
MnO @ NC-G,"[{'Mn': '1.0', 'O': '1.0'}, {'N': '1.0', 'C': '1.0'}]",96.955,Cath,0.88
Li(Ni0.2Li0.3Co0.1Mn0.5)O2,"[{'Li': '1.3', 'Ni': '0.2', 'Co': '0.1', 'Mn': '0.5', 'O': '2.0'}]",86.1209,Cath,2.0
SiBCN / GN-sp,"[{'Si': '1.0', 'B': '1.0', 'C': '1.0', 'N': '1.0'}]",64.91300000000001,Anod,0.9
Na0.75Mn0.70Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",101.19649,Cath,3.6
FeF3 / C,"[{'Fe': '1.0', 'F': '3.0'}, {'C': '1.0'}]",124.85,Cath,1.5
TiF3,"[{'Ti': '1.0', 'F': '3.0'}]",104.861,Cath,1.0
KVPF,"[{'K': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",140.0115,Cath,3.4
Na0.67Ni0.33Mn0.67O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.67', 'O': '2.0'}]",103.57845000000002,Cath,4.5
Li(Mn0.375Ni0.375Co0.25)O2,"[{'Li': '1.0', 'Mn': '0.375', 'Ni': '0.375', 'Co': '0.25', 'O': '2.0'}]",96.282875,Cath,3.9
Fe3O4 / Fe / C,"[{'Fe': '3.0', 'O': '4.0'}, {'Fe': '1.0'}, {'C': '1.0'}]",299.387,Cath,2.3
FC-TiO2-2,"[{'F': '1.0', 'C': '1.0'}]",31.009,Anod,2.5
MnO @ CoâN / C,"[{'Mn': '1.0', 'O': '1.0', 'Co': '1.0'}, {'C': '1.0'}]",141.881,Cath,1.18
WSe2,"[{'W': '1.0', 'Se': '2.0'}]",341.78200000000004,Cath,0.7
Li5Fe2PO4F8,"[{'Li': '5.0', 'Fe': '2.0', 'P': '1.0', 'O': '4.0', 'F': '8.0'}]",393.344,Cath,4.5
S / NHPC-1,"[{'S': '1.0'}, {'N': '1.0', 'H': '1.0', 'P': '1.0', 'C': '1.0'}]",90.06,Cath,3.0
MoO3âx @ WO3âx,"[{'Mo': '1.0', 'O': '3.0'}, {'W': '1.0', 'O': '3.0'}]",375.7840000000001,Anod,1.9
V2O3,"[{'V': '2.0', 'O': '3.0'}]",149.88,Anod,0.1
LiMn1.99Nd0.01O4,"[{'Li': '1.0', 'Mn': '1.99', 'Nd': '0.01', 'O': '4.0'}]",181.70502,Cath,4.3
Li2MnP2O7 pyrophosphate,"[{'Li': '2.0', 'Mn': '1.0', 'P': '2.0', 'O': '7.0'}]",242.759,Cath,4.45
VPO4 @ C / graphene,"[{'V': '1.0', 'P': '1.0', 'O': '4.0', 'C': '1.0'}]",157.9225,Anod,3.0
Sb2MoO6,"[{'Sb': '2.0', 'Mo': '1.0', 'O': '6.0'}]",435.46400000000006,Anod,3.4
Na2FeP2O7,"[{'Na': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}]",275.766,Cath,3.0
Na0.7Co0.7Mn0.3O2,"[{'Na': '0.7', 'Co': '0.7', 'Mn': '0.3', 'O': '2.0'}]",105.8255,Cath,3.4
Ti2Nb10O29,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",1488.765,Anod,0.8
Fe3O4 @ C,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0'}]",243.542,Anod,1.0
NiCl2,"[{'Ni': '1.0', 'Cl': '2.0'}]",129.59300000000002,Cath,2.6
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,0.76
LiNi0.4Mn1.6O4,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '1.6', 'O': '4.0'}]",182.314,Cath,5.0
SnSe / C,"[{'Sn': '1.0', 'Se': '1.0'}, {'C': '1.0'}]",209.692,Anod,1.9
Li3Ti4CoCrO12,"[{'Li': '3.0', 'Ti': '4.0', 'Co': '1.0', 'Cr': '1.0', 'O': '12.0'}]",515.2049999999999,Anod,2.5
HCFO-POS,"[{'H': '1.0', 'C': '1.0', 'F': '1.0', 'O': '1.0'}]",48.016,Anod,3.0
Li1.2Ni0.175Co0.1Mn0.52O2,"[{'Li': '1.2', 'Ni': '0.175', 'Co': '0.1', 'Mn': '0.52', 'O': '2.0'}]",85.058335,Cath,0.1
Cu6Sn5,"[{'Cu': '6.0', 'Sn': '5.0'}]",974.826,Anod,0.4
Ni0.25Mn0.75O @ C,"[{'Ni': '0.25', 'Mn': '0.75', 'O': '1.0'}, {'C': '1.0'}]",83.88674999999999,Cath,1.4
RuO2 / Ni,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",191.761,Cath,2.6
KVP /,"[{'K': '1.0', 'V': '1.0', 'P': '1.0'}]",121.0135,Cath,4.2
