Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
LiNi0.2Mn0.2Co0.6O2,"[{'Li': '1.0', 'Ni': '0.2', 'Mn': '0.2', 'Co': '0.6', 'O': '2.0'}]",97.024,Cathode,160.0,2.194840252955733,82.96507552238806
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",97.0516,Cathode,150.0,2.0,82.96507552238806
LiNi0.7Co0.15Mn0.15O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.15', 'Mn': '0.15', 'O': '2.0'}]",97.10375,Cathode,214.8,2.194840252955733,93.3
LiNi0.76Mn0.14Co0.10O2,"[{'Li': '1.0', 'Ni': '0.76', 'Mn': '0.14', 'Co': '0.1', 'O': '2.0'}]",97.1293,Cathode,164.0,2.194840252955733,88.0
LiNi0.8Co0.1Mn0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",97.2795,Cathode,40.0,4.5,82.96507552238806
LiNi0.975Ti0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ti': '0.025', 'O': '2.0'}]",97.36035,Cathode,171.0,2.194840252955733,82.96507552238806
LiNi0.85Co0.075Mn0.075O2,"[{'Li': '1.0', 'Ni': '0.85', 'Co': '0.075', 'Mn': '0.075', 'O': '2.0'}]",97.367375,Cathode,193.0,2.194840252955733,82.96507552238806
ZnHCF,"[{'Zn': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",97.397,Cathode,65.4,2.194840252955733,82.96507552238806
LiNi0.990Al0.005Ti0.005O2,"[{'Li': '1.0', 'Ni': '0.99', 'Al': '0.005', 'Ti': '0.005', 'O': '2.0'}]",97.418315,Cathode,1.45,2.194840252955733,82.96507552238806
ZnS,"[{'Zn': '1.0', 'S': '1.0'}]",97.44,Anode,650.0,2.0,82.96507552238806
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",97.472445,Cathode,0.81,4.4,82.96507552238806
LiNi0.475Mn0.475Zr0.05O2,"[{'Li': '1.0', 'Ni': '0.475', 'Mn': '0.475', 'Zr': '0.05', 'O': '2.0'}]",97.473925,Cathode,220.0,2.194840252955733,82.96507552238806
LiNi0.8Co0.15Mn0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Mn': '0.05', 'O': '2.0'}]",97.47925,Cathode,209.0,2.194840252955733,82.96507552238806
LiNi0.990Ti0.010O2,"[{'Li': '1.0', 'Ni': '0.99', 'Ti': '0.01', 'O': '2.0'}]",97.52274,Cathode,175.0,2.194840252955733,82.96507552238806
LiCo0.99Al0.01O2,"[{'Li': '1.0', 'Co': '0.99', 'Al': '0.01', 'O': '2.0'}]",97.55149,Cathode,8.0,2.194840252955733,82.96507552238806
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",97.631,Cathode,224.0,2.5,82.96507552238806
LiNi0.9Co0.1O2,"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.1', 'O': '2.0'}]",97.655,Cathode,193.0,2.194840252955733,82.96507552238806
LiCo0.95Mn0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Mn': '0.05', 'O': '2.0'}]",97.67125,Cathode,194.0,3.0,82.96507552238806
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cathode,208.0,3.6,79.3
LiNi0.75Co0.25O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",97.691,Cathode,167.0,3.0,82.96507552238806
LiNi0.74Co0.26O2,"[{'Li': '1.0', 'Ni': '0.74', 'Co': '0.26', 'O': '2.0'}]",97.6934,Cathode,210.0,2.194840252955733,82.96507552238806
LiCo0.4Ni0.6O2,"[{'Li': '1.0', 'Co': '0.4', 'Ni': '0.6', 'O': '2.0'}]",97.727,Cathode,140.0,2.194840252955733,82.96507552238806
LiCo0.7Ni0.3O2,"[{'Li': '1.0', 'Co': '0.7', 'Ni': '0.3', 'O': '2.0'}]",97.799,Cathode,140.0,2.8,82.96507552238806
Li(Co0.75Ni0.25)O2,"[{'Li': '1.0', 'Co': '0.75', 'Ni': '0.25', 'O': '2.0'}]",97.811,Cathode,148.0,2.194840252955733,82.96507552238806
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,195.0,3.9,98.0
LiNi0.975Ga0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",97.90675,Cathode,0.04,2.194840252955733,82.96507552238806
Fluorophosphate,"[{'P': '1.0', 'O': '3.0', 'F': '1.0'}]",97.969,Cathode,100.0,2.194840252955733,82.96507552238806
Na0.4Mn0.54Co0.46O2,"[{'Na': '0.4', 'Mn': '0.54', 'Co': '0.46', 'O': '2.0'}]",97.9697,Cathode,145.0,2.194840252955733,88.0
Li1.5Ni0.25Mn0.75O2+d,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",98.28475000000002,Cathode,159.0,2.0,82.96507552238806
Li1.5Mn0.75Ni0.15Co0.10O2+Î´,"[{'Li': '1.5', 'Mn': '0.75', 'Ni': '0.15', 'Co': '0.1', 'O': '2.0'}]",98.30875,Cathode,64.9,2.194840252955733,82.96507552238806
Na0.44Mn0.6Ni0.4O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.4', 'O': '2.0'}]",98.5536,Cathode,146.1,4.0,82.96507552238806
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",98.578346,Cathode,177.9,4.3,82.96507552238806
K0.3MnO2,"[{'K': '0.3', 'Mn': '1.0', 'O': '2.0'}]",98.6654,Cathode,136.0,4.0,82.96507552238806
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anode,363.0,1.08,50.0
Na0.5Ni0.23Fe0.13Mn0.63O2,"[{'Na': '0.5', 'Ni': '0.23', 'Fe': '0.13', 'Mn': '0.63', 'O': '2.0'}]",98.86318,Cathode,60.0,2.194840252955733,82.96507552238806
SVO,"[{'S': '1.0', 'V': '1.0', 'O': '1.0'}]",99.0005,Cathode,250.0,1.5,82.96507552238806
Si / Co / C,"[{'Si': '1.0'}, {'Co': '1.0'}, {'C': '1.0'}]",99.029,Anode,610.0,2.194840252955733,82.96507552238806
Na0.5Ni0.25Mn0.75O2,"[{'Na': '0.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",99.36975,Cathode,180.0,2.194840252955733,82.96507552238806
FeS @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'C': '1.0'}]",99.916,Anode,294.6,2.194840252955733,82.96507552238806
Na0.67Ni0.25Mg0.1Mn0.65O2,"[{'Na': '0.67', 'Ni': '0.25', 'Mg': '0.1', 'Mn': '0.65', 'O': '2.0'}]",100.21475,Cathode,63.0,2.194840252955733,82.96507552238806
Na0.80Li0.12Ni0.22Mn0.66O2,"[{'Na': '0.8', 'Li': '0.12', 'Ni': '0.22', 'Mn': '0.66', 'O': '2.0'}]",100.39434,Cathode,118.0,4.2,82.96507552238806
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",100.715,Anode,1720.0,2.194840252955733,98.0
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",100.73,Cathode,200.0,4.3,82.96507552238806
KOH / CNF,"[{'K': '1.0', 'O': '1.0', 'H': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",101.121,Anode,122.0,2.194840252955733,82.96507552238806
Na0.6Co0.1Mn0.9O2,"[{'Na': '0.6', 'Co': '0.1', 'Mn': '0.9', 'O': '2.0'}]",101.1295,Cathode,187.0,2.194840252955733,82.96507552238806
Na0.75Mn0.7Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",101.19649,Cathode,268.0,3.6,43.0
TiOF2,"[{'Ti': '1.0', 'O': '1.0', 'F': '2.0'}]",101.862,Anode,205.0,2.194840252955733,82.96507552238806
VOCl,"[{'V': '1.0', 'O': '1.0', 'Cl': '1.0'}]",102.3905,Cathode,124.7,2.194840252955733,82.96507552238806
Li / CuS,"[{'Li': '1.0'}, {'Cu': '1.0', 'S': '1.0'}]",102.546,Cathode,561.0,2.194840252955733,82.96507552238806
Na0.67Fe0.5Mn0.5O2,"[{'Na': '0.67', 'Fe': '0.5', 'Mn': '0.5', 'O': '2.0'}]",102.7928,Cathode,136.7,2.194840252955733,82.96507552238806
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anode,341.0,3.0,99.6
Na0.7MnO2,"[{'Na': '0.7', 'Mn': '1.0', 'O': '2.0'}]",103.029,Cathode,140.9,3.9,82.96507552238806
Na0.67Co0.25Mn0.65Cr0.10O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.65', 'Cr': '0.1', 'O': '2.0'}]",103.04385,Cathode,86.0,2.194840252955733,82.96507552238806
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cathode,52.79,2.4,82.96507552238806
Na0.8Li0.1Ni0.31Mn0.62O2,"[{'Na': '0.8', 'Li': '0.1', 'Ni': '0.31', 'Mn': '0.62', 'O': '2.0'}]",103.34039,Cathode,80.0,4.4,76.0
Na0.67Ni0.33Mn0.67O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.67', 'O': '2.0'}]",103.57845000000002,Cathode,140.0,4.5,82.96507552238806
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",103.604,Anode,520.0,2.5,78.0
Na0.67Mn0.65Ni0.2Co0.15O2,"[{'Na': '0.67', 'Mn': '0.65', 'Ni': '0.2', 'Co': '0.15', 'O': '2.0'}]",103.68955,Cathode,93.0,1.5,82.96507552238806
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",103.943,Cathode,1155.0,2.35,100.0
Na0.66Co0.5Mn0.5O2,"[{'Na': '0.66', 'Co': '0.5', 'Mn': '0.5', 'O': '2.0'}]",104.1069,Cathode,156.1,2.194840252955733,82.96507552238806
Li1.4Ni0.3Mn0.7O2.4,"[{'Li': '1.4', 'Ni': '0.3', 'Mn': '0.7', 'O': '2.4'}]",104.1781,Cathode,329.6,4.3,82.96507552238806
Li2NiO2,"[{'Li': '2.0', 'Ni': '1.0', 'O': '2.0'}]",104.571,Cathode,337.0,2.194840252955733,82.96507552238806
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",104.628,Anode,165.0,2.194840252955733,99.0
SiO2 @ CNF,"[{'Si': '1.0', 'O': '2.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",105.099,Anode,817.0,2.194840252955733,82.96507552238806
Na0.95Cr0.95Ti0.05O2,"[{'Na': '0.95', 'Cr': '0.95', 'Ti': '0.05', 'O': '2.0'}]",105.62805,Cathode,104.0,2.194840252955733,82.96507552238806
LiVO3,"[{'Li': '1.0', 'V': '1.0', 'O': '3.0'}]",105.8785,Cathode,250.0,2.194840252955733,82.96507552238806
Li1.5Ni0.25Mn0.75O2.5,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.5'}]",106.28425,Cathode,20.0,2.194840252955733,82.96507552238806
K0.5MnO2,"[{'K': '0.5', 'Mn': '1.0', 'O': '2.0'}]",106.485,Cathode,110.0,1.5,82.96507552238806
K0.45Mn0.5Co0.5O2,"[{'K': '0.45', 'Mn': '0.5', 'Co': '0.5', 'O': '2.0'}]",106.5276,Cathode,83.0,3.9,82.96507552238806
NbN,"[{'Nb': '1.0', 'N': '1.0'}]",106.913,Anode,300.0,2.194840252955733,82.96507552238806
K0.5[Mn0.8Fe0.1Ni0.1]O2,"[{'K': '0.5', 'Mn': '0.8', 'Fe': '0.1', 'Ni': '0.1', 'O': '2.0'}]",106.9512,Cathode,120.0,3.9,82.96507552238806
NaCrO2,"[{'Na': '1.0', 'Cr': '1.0', 'O': '2.0'}]",106.984,Cathode,123.0,3.0,55.0
Na0.7CoO2,"[{'Na': '0.7', 'Co': '1.0', 'O': '2.0'}]",107.024,Cathode,100.0,2.194840252955733,82.96507552238806
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",107.294,Cathode,155.0,3.5,82.96507552238806
Li2S / KB / C,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}, {'C': '1.0'}]",107.859,Cathode,400.0,2.1,100.0
Zn0.76Co0.24S @ C,"[{'Zn': '0.76', 'Co': '0.24', 'S': '1.0'}, {'C': '1.0'}]",107.90372,Anode,579.0,2.194840252955733,82.96507552238806
NVP / C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",107.9335,Cathode,101.0,2.2,99.0
Na0.74CoO2,"[{'Na': '0.74', 'Co': '1.0', 'O': '2.0'}]",107.9436,Cathode,107.0,2.194840252955733,82.96507552238806
Si @ TiO2,"[{'Si': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",107.95,Anode,2726.1,2.5,82.96507552238806
CS3,"[{'C': '1.0', 'S': '3.0'}]",108.191,Cathode,238.1,2.194840252955733,82.96507552238806
NaNi0.5Ti0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Ti': '0.5', 'O': '2.0'}]",108.268,Cathode,82.0,2.194840252955733,82.96507552238806
Na @ NaPS-3,"[{'Na': '1.0'}, {'Na': '1.0', 'P': '1.0', 'S': '1.0'}]",109.014,Anode,106.0,2.194840252955733,82.96507552238806
ZnS / C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",109.451,Anode,268.0,0.05,82.96507552238806
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anode,161.0,0.8,91.0
Na0.67Ni0.33Mn0.57Sn0.1O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.57', 'Sn': '0.1', 'O': '2.0'}]",109.95565,Cathode,155.2,2.0,82.96507552238806
NaNi0.35Mn0.35Fe0.3O2,"[{'Na': '1.0', 'Ni': '0.35', 'Mn': '0.35', 'Fe': '0.3', 'O': '2.0'}]",111.51235,Cathode,300.0,2.194840252955733,82.96507552238806
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",111.8035,Cathode,125.0,1.0,82.96507552238806
S @ TiO2 / GA-1,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}]",111.925,Cathode,869.0,2.194840252955733,82.96507552238806
Fe0.92Mn0.08Si2,"[{'Fe': '0.92', 'Mn': '0.08', 'Si': '2.0'}]",111.94244,Anode,210.0,2.194840252955733,82.96507552238806
TiS2,"[{'Ti': '1.0', 'S': '2.0'}]",111.987,Cathode,120.0,2.5,82.96507552238806
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",112.257,Cathode,189.0,4.2,82.96507552238806
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cathode,237.0,1.5,82.96507552238806
PVP,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Cathode,200.0,2.194840252955733,95.6
Na[Ni0.6Co0.2Mn0.2]O2,"[{'Na': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",112.978,Cathode,151.0,2.194840252955733,82.96507552238806
Fe0.9Co0.1F3Â·0.5H2O,"[{'Fe': '0.9', 'Co': '0.1', 'F': '3.0'}]",113.1478,Cathode,85.0,2.194840252955733,82.96507552238806
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",114.9205,Cathode,115.0,3.3,82.96507552238806
VS2,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Cathode,1374.0,1.5,94.0
FeCO3,"[{'Fe': '1.0', 'C': '1.0', 'O': '3.0'}]",115.853,Anode,1796.0,2.194840252955733,82.96507552238806
Ni0.25Mn0.75CO3,"[{'Ni': '0.25', 'Mn': '0.75', 'C': '1.0', 'O': '3.0'}]",115.88475,Anode,1012.0,2.194840252955733,82.96507552238806
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",116.815,Cathode,35.0,3.28,82.96507552238806
NiCo,"[{'Ni': '1.0', 'Co': '1.0'}]",117.626,Cathode,105.0,2.194840252955733,82.96507552238806
B2S3,"[{'B': '2.0', 'S': '3.0'}]",117.8,Anode,437.0,2.194840252955733,82.96507552238806
Li5AlSi2,"[{'Li': '5.0', 'Al': '1.0', 'Si': '2.0'}]",117.852,Anode,900.0,2.194840252955733,82.96507552238806
CoCO3,"[{'Co': '1.0', 'C': '1.0', 'O': '3.0'}]",118.941,Anode,1008.0,0.96,75.2
S @ MnO2,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",118.996,Cathode,760.0,2.1,82.96507552238806
CuFe-500,"[{'Cu': '1.0', 'Fe': '1.0'}]",119.391,Anode,194.6,2.194840252955733,82.96507552238806
TiO2-NWs-C / Si / C,"[{'Ti': '1.0', 'O': '2.0'}, {'Si': '1.0'}, {'C': '1.0'}]",119.96099999999998,Anode,2200.0,2.194840252955733,82.96507552238806
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",119.961,Anode,1048.0,3.1,82.96507552238806
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",119.965,Cathode,140.6,1.7,82.96507552238806
MoC / C,"[{'Mo': '1.0', 'C': '1.0'}, {'C': '1.0'}]",119.972,Anode,742.0,2.194840252955733,82.96507552238806
LiMnBO3,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}]",120.685,Cathode,222.0,2.5,82.96507552238806
PVK,"[{'P': '1.0', 'V': '1.0', 'K': '1.0'}]",121.0135,Cathode,61.0,4.2,82.96507552238806
ZnS / C @ C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '2.0'}]",121.462,Anode,751.0,2.194840252955733,82.96507552238806
LTO / C,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}, {'C': '1.0'}]",121.755,Anode,105.6,2.194840252955733,82.96507552238806
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",121.8785,Anode,752.0,0.2,37.9
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",122.239,Cathode,40.0,2.6,82.96507552238806
LiMn0.5Co0.5BO3,"[{'Li': '1.0', 'Mn': '0.5', 'Co': '0.5', 'B': '1.0', 'O': '3.0'}]",122.6825,Cathode,110.0,2.194840252955733,82.96507552238806
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cathode,794.0,0.5,82.96507552238806
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cathode,835.0,2.194840252955733,82.96507552238806
Li(Fe0.5Co0.5)BO3,"[{'Li': '1.0', 'Fe': '0.5', 'Co': '0.5', 'B': '1.0', 'O': '3.0'}]",123.136,Cathode,120.0,2.194840252955733,82.96507552238806
HPHC / Se,"[{'H': '2.0', 'P': '1.0', 'C': '1.0'}, {'Se': '1.0'}]",123.972,Cathode,458.0,2.194840252955733,82.96507552238806
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cathode,235.0,2.194840252955733,82.96507552238806
Si @ AlF3 @ C,"[{'Si': '1.0'}, {'Al': '1.0', 'F': '3.0'}, {'C': '1.0'}]",124.072,Anode,1600.0,2.194840252955733,82.96507552238806
Sulfur / C3N4,"[{'S': '1.0'}, {'C': '3.0', 'N': '4.0'}]",124.121,Cathode,720.0,2.1,82.96507552238806
LiCoBO3,"[{'Li': '1.0', 'Co': '1.0', 'B': '1.0', 'O': '3.0'}]",124.68,Cathode,98.0,4.0,82.96507552238806
S @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",124.767,Cathode,523.0,3.0,82.96507552238806
FeF3 / C,"[{'Fe': '1.0', 'F': '3.0'}, {'C': '1.0'}]",124.85,Cathode,710.0,1.5,82.96507552238806
B2O3 / Fe,"[{'B': '2.0', 'O': '3.0'}, {'Fe': '1.0'}]",125.462,Anode,800.0,2.194840252955733,82.96507552238806
Fe2N @ AC @ rGO,"[{'Fe': '2.0', 'N': '1.0'}]",125.697,Anode,303.0,2.194840252955733,82.96507552238806
LiMnO4,"[{'Li': '1.0', 'Mn': '1.0', 'O': '4.0'}]",125.874,Cathode,60.0,2.194840252955733,82.96507552238806
NVPF @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}, {'C': '1.0'}]",126.9315,Cathode,130.0,4.3,82.96507552238806
FeHCCo,"[{'Fe': '1.0', 'H': '1.0', 'C': '1.0', 'Co': '1.0'}]",127.797,Cathode,116.0,2.194840252955733,99.6
MoO2,"[{'Mo': '1.0', 'O': '2.0'}]",127.948,Anode,523.0,0.35,82.96507552238806
MoS,"[{'Mo': '1.0', 'S': '1.0'}]",128.01,Cathode,170.0,2.194840252955733,82.96507552238806
Co0.85Se @ rGO,"[{'Co': '0.85', 'Se': '1.0'}]",129.06405,Anode,460.0,2.194840252955733,82.96507552238806
MnO2 / o-CP,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0', 'P': '1.0'}]",129.921,Cathode,180.0,2.194840252955733,82.96507552238806
Sn / C,"[{'Sn': '1.0'}, {'C': '1.0'}]",130.721,Anode,425.0,2.0,80.1
NVOPF / rGO,"[{'N': '1.0', 'V': '1.0', 'O': '1.0', 'P': '1.0', 'F': '1.0'}]",130.9195,Cathode,87.2,2.194840252955733,82.96507552238806
S @ MnO2 @ C,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",131.007,Cathode,703.3,2.194840252955733,82.96507552238806
MnSiO3,"[{'Mn': '1.0', 'Si': '1.0', 'O': '3.0'}]",131.01999999999998,Anode,244.6,2.194840252955733,82.96507552238806
VB2 / Ni,"[{'V': '1.0', 'B': '2.0'}, {'Ni': '1.0'}]",131.2545,Anode,2700.0,0.7,85.6
FeS2 @ C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",131.976,Cathode,893.0,2.194840252955733,82.96507552238806
LiMnBO3 / C,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",132.696,Cathode,120.0,4.5,82.96507552238806
Li2MnO4,"[{'Li': '2.0', 'Mn': '1.0', 'O': '4.0'}]",132.814,Cathode,83.0,2.194840252955733,82.96507552238806
YS-Fe2O3 @ C,"[{'Y': '1.0', 'S': '1.0'}, {'C': '1.0'}]",132.977,Anode,986.0,2.194840252955733,74.6
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",133.06799999999998,Anode,1130.0,0.81,99.0
NiO / Ni / C-F,"[{'Ni': '1.0', 'O': '1.0'}, {'Ni': '1.0'}]",133.385,Anode,793.0,2.194840252955733,82.96507552238806
LiFeBO3 / C,"[{'Li': '1.0', 'Fe': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",133.603,Cathode,69.0,2.194840252955733,82.96507552238806
Sb / C,"[{'Sb': '1.0'}, {'C': '1.0'}]",133.77100000000002,Anode,650.0,2.194840252955733,82.96507552238806
Co / CoO,"[{'Co': '1.0'}, {'Co': '1.0', 'O': '1.0'}]",133.865,Cathode,500.0,2.194840252955733,82.96507552238806
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",134.709,Anode,1000.0,1.0,82.96507552238806
NiS2 / C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",134.824,Cathode,315.0,1.6,82.96507552238806
NaMnF3,"[{'Na': '1.0', 'Mn': '1.0', 'F': '3.0'}]",134.922,Cathode,150.0,3.84,82.96507552238806
CoS2 / C,"[{'Co': '1.0', 'S': '2.0'}, {'C': '1.0'}]",135.064,Cathode,805.0,2.194840252955733,82.96507552238806
Li3VO4 / CâNi,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",135.7575,Anode,325.0,3.0,82.96507552238806
NaFeF3,"[{'Na': '1.0', 'Fe': '1.0', 'F': '3.0'}]",135.829,Cathode,50.0,3.1,82.96507552238806
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",135.955,Anode,1420.0,2.194840252955733,83.4
Na0.5NbO2,"[{'Na': '0.5', 'Nb': '1.0', 'O': '2.0'}]",136.399,Cathode,68.3,2.194840252955733,82.96507552238806
LiFeO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'O': '4.0'}, {'C': '1.0'}]",138.792,Cathode,244.8,2.194840252955733,82.96507552238806
NaCoF3,"[{'Na': '1.0', 'Co': '1.0', 'F': '3.0'}]",138.917,Cathode,38.0,2.194840252955733,82.96507552238806
MoO2 / C,"[{'Mo': '1.0', 'O': '2.0'}, {'C': '1.0'}]",139.959,Anode,1290.0,2.194840252955733,43.2
KVPF,"[{'K': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",140.0115,Cathode,84.0,3.4,82.96507552238806
Silicon nitride,"[{'Si': '3.0', 'N': '4.0'}]",140.283,Anode,95.0,2.194840252955733,82.96507552238806
Sodium titanate,"[{'Na': '2.0', 'Ti': '1.0', 'O': '3.0'}]",141.844,Anode,150.0,2.5,82.96507552238806
Fe2P-Fum-C,"[{'Fe': '2.0', 'P': '1.0'}]",142.664,Anode,439.0,2.194840252955733,82.96507552238806
