Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
NiSi2 / Si,"[{'Ni': '1.0', 'Si': '2.0'}, {'Si': '1.0'}]",142.948,Anode,477.0,2.194840252955733,82.96507552238806
SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cathode,395.0,0.5,82.96507552238806
LiZnBO3 / C,"[{'Li': '1.0', 'Zn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",143.138,Anode,658.0,2.194840252955733,82.96507552238806
FeC2O4,"[{'Fe': '1.0', 'C': '2.0', 'O': '4.0'}]",143.863,Anode,946.0,2.194840252955733,82.96507552238806
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anode,22.0,2.05,69.5
Si0.8Sb,"[{'Si': '0.8', 'Sb': '1.0'}]",144.228,Anode,862.7,2.194840252955733,82.96507552238806
Mo0.8Si0.2P2,"[{'Mo': '0.8', 'Si': '0.2', 'P': '2.0'}]",144.32500000000002,Anode,730.0,2.194840252955733,82.96507552238806
ZnSe-NC,"[{'Zn': '1.0', 'Se': '1.0'}]",144.351,Anode,592.0,2.194840252955733,82.96507552238806
(MoO3)0.98(V2O5)0.02,"[{'Mo': '0.98', 'O': '3.04', 'V': '0.04'}]",144.70561999999998,Cathode,280.6,2.194840252955733,82.96507552238806
Ru @ HPC,"[{'Ru': '1.0'}, {'H': '1.0', 'P': '1.0', 'C': '1.0'}]",145.063,Cathode,1000.0,2.194840252955733,82.96507552238806
MnO2 / Ni / PVDF,"[{'Mn': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",145.62900000000002,Anode,913.7,2.194840252955733,82.96507552238806
VPO4,"[{'V': '1.0', 'P': '1.0', 'O': '4.0'}]",145.9115,Anode,887.3,2.194840252955733,82.96507552238806
FeNiHCF,"[{'Fe': '1.0', 'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",146.55499999999998,Cathode,106.0,2.194840252955733,82.96507552238806
Si / Sn,"[{'Si': '1.0'}, {'Sn': '1.0'}]",146.795,Anode,1244.0,2.194840252955733,82.96507552238806
CuCrO2,"[{'Cu': '1.0', 'Cr': '1.0', 'O': '2.0'}]",147.54,Anode,641.0,2.194840252955733,82.96507552238806
S / CB @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'C': '1.0', 'B': '1.0', 'Ni': '1.0'}]",147.58800000000002,Cathode,810.0,2.194840252955733,82.96507552238806
Li3VO4 / N-doped C,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}, {'C': '1.0'}]",147.7685,Anode,472.0,2.194840252955733,82.96507552238806
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",147.84300000000002,Anode,61.0,3.7,90.2
Co @ PNCS-2,"[{'Co': '1.0'}, {'P': '1.0', 'N': '1.0', 'C': '1.0', 'S': '1.0'}]",147.985,Cathode,4352.0,0.17,82.96507552238806
Li2NiF4-PEDOT,"[{'Li': '2.0', 'Ni': '1.0', 'F': '4.0'}]",148.565,Cathode,393.0,2.194840252955733,6.0
NiCoP,"[{'Ni': '1.0', 'Co': '1.0', 'P': '1.0'}]",148.6,Anode,144.0,2.194840252955733,82.96507552238806
V2O3 / rGO,"[{'V': '2.0', 'O': '3.0'}]",149.88,Anode,1393.2,0.1,100.0
CoSe @ C,"[{'Co': '1.0', 'Se': '1.0'}, {'C': '1.0'}]",149.915,Cathode,427.0,2.194840252955733,95.0
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",150.682,Cathode,675.0,0.16,99.0
SnO2 / MXene,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,736.0,0.8,82.9
SnS,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anode,439.0,1.15,68.0
FePO4 / graphene,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cathode,112.0,1.0,82.96507552238806
ZFO @ PPY,"[{'P': '2.0', 'Y': '1.0'}]",150.854,Anode,1346.0,2.194840252955733,82.96507552238806
FeS2 @ CF-NS,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0', 'F': '1.0'}]",150.974,Anode,727.0,2.194840252955733,82.96507552238806
Li2Ru0.75Mn0.25O3,"[{'Li': '2.0', 'Ru': '0.75', 'Mn': '0.25', 'O': '3.0'}]",151.414,Cathode,230.0,2.194840252955733,82.96507552238806
GeSe,"[{'Ge': '1.0', 'Se': '1.0'}]",151.601,Anode,707.12,2.194840252955733,82.96507552238806
FeTiO3,"[{'Fe': '1.0', 'Ti': '1.0', 'O': '3.0'}]",151.709,Anode,142.4,2.194840252955733,82.96507552238806
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Anode,130.0,4.5,82.96507552238806
Cr2O3,"[{'Cr': '2.0', 'O': '3.0'}]",151.989,Anode,60.5,2.194840252955733,82.96507552238806
Ge @ TiO2,"[{'Ge': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",152.49499999999998,Anode,1460.0,2.194840252955733,82.96507552238806
NiTiO3,"[{'Ni': '1.0', 'Ti': '1.0', 'O': '3.0'}]",154.55700000000002,Anode,500.0,2.194840252955733,82.96507552238806
CoTiO3,"[{'Co': '1.0', 'Ti': '1.0', 'O': '3.0'}]",154.797,Anode,520.0,2.194840252955733,82.96507552238806
CaMnO3 / C,"[{'Ca': '1.0', 'Mn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.024,Cathode,3870.0,1.85,82.96507552238806
Co0.85Se / NC-X,"[{'Co': '0.85', 'Se': '1.0'}, {'N': '1.0', 'C': '1.0'}]",155.08205,Anode,776.6,3.0,67.54
CNT / S / ZrO2,"[{'S': '1.0'}, {'Zr': '1.0', 'O': '2.0'}]",155.282,Cathode,1138.0,2.194840252955733,82.96507552238806
NP2-Si @ TiO2,"[{'N': '1.0', 'P': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",155.82,Anode,889.5,2.194840252955733,82.96507552238806
MoO3 / C,"[{'Mo': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.958,Anode,500.0,2.194840252955733,72.5
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cathode,100.0,4.0,82.96507552238806
LiMn0.8Fe0.2PO4,"[{'Li': '1.0', 'Mn': '0.8', 'Fe': '0.2', 'P': '1.0', 'O': '4.0'}]",157.0294,Cathode,148.0,1.8,82.96507552238806
LiTi0.08Fe0.92PO4,"[{'Li': '1.0', 'Ti': '0.08', 'Fe': '0.92', 'P': '1.0', 'O': '4.0'}]",157.11676,Cathode,160.0,2.0,82.96507552238806
LiMn0.7Fe0.3PO4-C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}]",157.1201,Cathode,158.0,2.194840252955733,82.96507552238806
LiMn0.21Fe0.79PO4,"[{'Li': '1.0', 'Mn': '0.21', 'Fe': '0.79', 'P': '1.0', 'O': '4.0'}]",157.56453000000002,Cathode,108.45,2.194840252955733,82.96507552238806
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,56.7,0.2,84.3
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anode,1500.0,3.0,66.0
PI-3,"[{'P': '1.0', 'I': '1.0'}]",157.874,Cathode,522.0,4.4,82.96507552238806
MoP2,"[{'Mo': '1.0', 'P': '2.0'}]",157.898,Anode,1152.0,0.1,82.96507552238806
VPO4 @ C / graphene,"[{'V': '1.0', 'P': '1.0', 'O': '4.0', 'C': '1.0'}]",157.9225,Anode,1074.6,3.0,82.96507552238806
LiFe0.4Mn0.4Co0.2PO4 / C-based,"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.4', 'Co': '0.2', 'P': '1.0', 'O': '4.0'}]",158.0098,Cathode,163.3,5.0,82.96507552238806
KMnO4,"[{'K': '1.0', 'Mn': '1.0', 'O': '4.0'}]",158.032,Cathode,243.5,2.8,82.96507552238806
LiFe3 / 4Co1 / 4PO4 / C,"[{'Li': '1.0', 'Fe': '0.75', 'Co': '0.25', 'P': '1.0', 'O': '4.0'}]",158.527,Cathode,170.0,2.194840252955733,82.96507552238806
Li0.99La0.01FePO4,"[{'Li': '0.99', 'La': '0.01', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",159.0747,Cathode,123.0,2.194840252955733,82.96507552238806
Fe1.7Mn0.3O3,"[{'Fe': '1.7', 'Mn': '0.3', 'O': '3.0'}]",159.4149,Anode,1000.0,2.194840252955733,82.96507552238806
Li2.1Ru0.9Co0.1O3,"[{'Li': '2.1', 'Ru': '0.9', 'Co': '0.1', 'O': '3.0'}]",159.4273,Cathode,250.0,3.6,82.96507552238806
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anode,350.0,0.8,75.0
Ru / Ni,"[{'Ru': '1.0'}, {'Ni': '1.0'}]",159.76299999999998,Cathode,803.0,2.9,95.4
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cathode,453.0,0.45,100.0
Li5.6Fe0.4Co0.6O4,"[{'Li': '5.6', 'Fe': '0.4', 'Co': '0.6', 'O': '4.0'}]",160.5578,Cathode,200.0,2.194840252955733,82.96507552238806
LiNi0.5Co0.5PO4,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}]",160.723,Cathode,50.0,4.8,82.96507552238806
LiCoPO4,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",160.84300000000002,Cathode,100.0,5.0,82.96507552238806
CNT @ Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cathode,67.0,2.2,82.96507552238806
Li2FeSiO4,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",161.806,Cathode,94.0,4.2,82.96507552238806
V2O3 / C,"[{'V': '2.0', 'O': '3.0'}, {'C': '1.0'}]",161.891,Anode,1041.5,3.0,82.96507552238806
VOPO4,"[{'V': '1.0', 'O': '5.0', 'P': '1.0'}]",161.91049999999998,Cathode,135.0,2.194840252955733,82.96507552238806
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",162.719,Anode,1032.0,0.9,98.0
SnS / C,"[{'Sn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",162.78099999999998,Anode,320.0,2.194840252955733,82.96507552238806
Li2RuO3,"[{'Li': '2.0', 'Ru': '1.0', 'O': '3.0'}]",162.947,Cathode,106.1,2.194840252955733,82.96507552238806
Nickel oxide,"[{'Ni': '2.0', 'O': '3.0'}]",165.38299999999998,Anode,1111.08,1.5,82.96507552238806
Al-doped LiAl0.2Cr0.8TiO4,"[{'Li': '1.0', 'Al': '0.2', 'Cr': '0.8', 'Ti': '1.0', 'O': '4.0'}]",165.7962,Anode,123.0,2.194840252955733,82.96507552238806
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",165.863,Anode,1036.0,2.75,82.96507552238806
LiFe0.9Mg0.1PO4 / C,"[{'Li': '1.0', 'Fe': '0.9', 'Mg': '0.1', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",166.612,Cathode,153.0,2.194840252955733,82.96507552238806
MnO2 @ TiO2,"[{'Mn': '1.0', 'O': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",166.801,Anode,400.0,2.194840252955733,82.96507552238806
Se / NPCP,"[{'Se': '1.0'}, {'N': '1.0', 'P': '2.0', 'C': '1.0'}]",166.937,Cathode,307.8,2.194840252955733,82.96507552238806
Ti3C2 / S @ PDA,"[{'Ti': '3.0', 'C': '2.0'}]",167.623,Cathode,160.0,2.1,82.96507552238806
C6O6 @ graphene,"[{'C': '6.0', 'O': '6.0'}]",168.06,Cathode,155.0,1.5,82.96507552238806
PIB,"[{'P': '1.0', 'I': '1.0', 'B': '1.0'}]",168.684,Anode,250.0,0.7,82.96507552238806
LiVOPO4,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",168.85049999999998,Cathode,89.7,0.66,82.96507552238806
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",168.859,Cathode,137.4,4.5,82.96507552238806
Ammonium vanadate,"[{'N': '3.0', 'H': '12.0', 'V': '1.0', 'O': '4.0'}]",169.05450000000002,Cathode,113.0,2.194840252955733,82.96507552238806
LiMn0.7Fe0.3PO4 / C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.1311,Cathode,100.6,2.194840252955733,82.96507552238806
LiMn0.6Fe0.4PO4 / C,"[{'Li': '1.0', 'Mn': '0.6', 'Fe': '0.4', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.2218,Cathode,134.0,4.08,82.96507552238806
LiFe0.5Mn0.5PO4 / C,"[{'Li': '1.0', 'Fe': '0.5', 'Mn': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.3125,Cathode,66.77,2.194840252955733,82.96507552238806
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cathode,156.0,3.3,82.96507552238806
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anode,110.0,4.0,82.96507552238806
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anode,483.5,3.0,76.4
Te / CFC,"[{'Te': '1.0'}, {'C': '2.0', 'F': '1.0'}]",170.61999999999998,Cathode,316.7,2.194840252955733,82.96507552238806
Fe2Co-TPDC,"[{'Fe': '2.0', 'Co': '1.0'}]",170.623,Cathode,900.0,2.194840252955733,82.96507552238806
Fe2O3 @ C,"[{'Fe': '2.0', 'O': '3.0'}, {'C': '1.0'}]",171.698,Anode,854.0,2.194840252955733,82.96507552238806
LiVPO4F,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",171.84949999999998,Cathode,139.1,4.1,82.96507552238806
MoS2 / C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",172.081,Anode,462.8,3.0,99.0
CeO2,"[{'Ce': '1.0', 'O': '2.0'}]",172.118,Cathode,135.93,2.194840252955733,82.96507552238806
MgFeSiO4,"[{'Mg': '1.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",172.23100000000002,Cathode,125.0,2.194840252955733,82.96507552238806
LiNiPO4 @ C,"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.614,Cathode,167.0,2.194840252955733,82.96507552238806
LiNi0.5Co0.5PO4 / C,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.734,Cathode,74.0,4.71,82.96507552238806
LiCoPO4 / C,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.854,Cathode,130.0,2.194840252955733,82.96507552238806
CNT @ Li2MnSiO4 @ C,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.91,Cathode,168.0,2.26,82.96507552238806
NaFePO4,"[{'Na': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",173.805,Cathode,125.0,2.194840252955733,82.96507552238806
Li2FeSiO4 / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",173.817,Cathode,146.0,3.2,82.96507552238806
SnSe0.5S0.5-180,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}]",174.22549999999998,Anode,923.0,2.194840252955733,82.96507552238806
Copper oxide,"[{'Cu': '2.0', 'O': '3.0'}]",175.089,Anode,800.0,1.0,82.96507552238806
Li1.09Mn1.91O4,"[{'Li': '1.09', 'Mn': '1.91', 'O': '4.0'}]",176.49218,Cathode,91.0,4.3,82.96507552238806
LiFePO4F,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",176.753,Cathode,148.0,2.194840252955733,82.96507552238806
LiFeSO4F0.56(OH)0.44,"[{'O': '4.44', 'H': '0.44', 'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'F': '0.56'}]",176.96296,Cathode,98.4,2.194840252955733,82.96507552238806
LiFeSO4F,"[{'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'O': '4.0', 'F': '1.0'}]",177.839,Cathode,151.0,3.6,82.96507552238806
MnP4,"[{'Mn': '1.0', 'P': '4.0'}]",178.834,Anode,350.0,2.194840252955733,82.96507552238806
Si / PPY,"[{'Si': '1.0'}, {'P': '2.0', 'Y': '1.0'}]",178.93900000000002,Anode,1000.0,2.194840252955733,82.96507552238806
VS4 @ rGO,"[{'V': '1.0', 'S': '4.0'}]",179.1815,Cathode,180.0,1.82,82.96507552238806
LiAl0.05Mn1.95O4,"[{'Li': '1.0', 'Al': '0.05', 'Mn': '1.95', 'O': '4.0'}]",179.41420000000002,Cathode,70.0,2.194840252955733,82.96507552238806
SnSb0.5,"[{'Sn': '1.0', 'Sb': '0.5'}]",179.59,Anode,518.0,2.194840252955733,82.96507552238806
FeS @ TiO2 @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",179.78099999999998,Anode,384.0,3.0,82.96507552238806
Li1.01Mn1.99O4,"[{'Li': '1.01', 'Mn': '1.99', 'O': '4.0'}]",180.33202,Cathode,120.0,2.194840252955733,82.96507552238806
Si @ Si3N4 @ C,"[{'Si': '1.0'}, {'Si': '3.0', 'N': '4.0'}, {'C': '1.0'}]",180.379,Anode,1924.0,2.194840252955733,82.96507552238806
LiCr0.1Mn1.9O4,"[{'Li': '1.0', 'Cr': '0.1', 'Mn': '1.9', 'O': '4.0'}]",180.5178,Cathode,998.0,2.194840252955733,82.96507552238806
LiNiVO4,"[{'Li': '1.0', 'Ni': '1.0', 'V': '1.0', 'O': '4.0'}]",180.5705,Cathode,43.0,4.8,82.96507552238806
Li2SnO3,"[{'Li': '2.0', 'Sn': '1.0', 'O': '3.0'}]",180.587,Anode,956.3,2.194840252955733,82.96507552238806
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cathode,126.0,3.0,96.2
LiCu0.01Cr0.01Mn1.98O4,"[{'Li': '1.0', 'Cu': '0.01', 'Cr': '0.01', 'Mn': '1.98', 'O': '4.0'}]",180.86866,Cathode,112.0,2.194840252955733,82.96507552238806
LiFe0.2Mn1.8O4,"[{'Li': '1.0', 'Fe': '0.2', 'Mn': '1.8', 'O': '4.0'}]",180.9934,Cathode,40.0,4.8,82.96507552238806
Li1.05Mn2O4,"[{'Li': '1.05', 'Mn': '2.0', 'O': '4.0'}]",181.159,Cathode,30.0,2.194840252955733,82.96507552238806
LiMn1.99Nd0.01O4,"[{'Li': '1.0', 'Mn': '1.99', 'Nd': '0.01', 'O': '4.0'}]",181.70502,Cathode,149.0,4.3,82.96507552238806
LiCr0.2Ni0.4Mn1.4O4,"[{'Li': '1.0', 'Cr': '0.2', 'Ni': '0.4', 'Mn': '1.4', 'O': '4.0'}]",181.7256,Cathode,145.5,4.0,82.96507552238806
LiLa0.01Zn0.01Mn1.98O4,"[{'Li': '1.0', 'La': '0.01', 'Zn': '0.01', 'Mn': '1.98', 'O': '4.0'}]",181.75614,Cathode,118.0,2.194840252955733,82.96507552238806
LiZn0.10Mn1.90O4,"[{'Li': '1.0', 'Zn': '0.1', 'Mn': '1.9', 'O': '4.0'}]",181.8562,Cathode,71.0,2.194840252955733,82.96507552238806
V2O5-YS,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cathode,295.3,1.5,83.0
LiFe0.25Ni0.25Mn1.5O4,"[{'Li': '1.0', 'Fe': '0.25', 'Ni': '0.25', 'Mn': '1.5', 'O': '4.0'}]",181.9775,Cathode,0.05,2.194840252955733,82.96507552238806
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anode,430.0,2.194840252955733,100.0
LiNi0.4Mn1.6O4,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '1.6', 'O': '4.0'}]",182.314,Cathode,146.0,5.0,82.96507552238806
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cathode,136.0,5.0,99.98
S / SnO2 / C-HS,"[{'S': '1.0'}, {'Sn': '1.0', 'O': '2.0'}]",182.768,Cathode,766.0,2.194840252955733,82.96507552238806
LiMn1.5Co0.5O4,"[{'Li': '1.0', 'Mn': '1.5', 'Co': '0.5', 'O': '4.0'}]",182.8095,Cathode,576.05,2.194840252955733,82.96507552238806
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anode,472.78,0.6,98.0
K0.25Mn2O4,"[{'K': '0.25', 'Mn': '2.0', 'O': '4.0'}]",183.6465,Cathode,124.0,2.194840252955733,82.96507552238806
LiVPO4F / C,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'C': '1.0'}]",183.8605,Cathode,107.0,4.5,82.96507552238806
Cr2O5,"[{'Cr': '2.0', 'O': '5.0'}]",183.987,Cathode,270.0,2.194840252955733,82.96507552238806
Cu0.04V2O5,"[{'Cu': '0.04', 'V': '2.0', 'O': '5.0'}]",184.41984,Cathode,260.0,2.194840252955733,82.96507552238806
LiMn1.5Ni0.46Rh0.04O4,"[{'Li': '1.0', 'Mn': '1.5', 'Ni': '0.46', 'Rh': '0.04', 'O': '4.0'}]",184.45818,Cathode,153.0,2.194840252955733,82.96507552238806
Al / LiFePO4,"[{'Al': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",184.737,Cathode,70.0,2.194840252955733,82.96507552238806
Li2CrMnO4,"[{'Li': '2.0', 'Cr': '1.0', 'Mn': '1.0', 'O': '4.0'}]",184.81,Cathode,25.0,2.194840252955733,82.96507552238806
LiMn1.4Ni0.55Mo0.05O4,"[{'Li': '1.0', 'Mn': '1.4', 'Ni': '0.55', 'Mo': '0.05', 'O': '4.0'}]",184.92785,Cathode,68.5,4.7,82.96507552238806
LiLa0.05Mn1.95O4,"[{'Li': '1.0', 'La': '0.05', 'Mn': '1.95', 'O': '4.0'}]",185.0106,Cathode,106.0,2.194840252955733,82.96507552238806
LiCe0.05Mn1.95O4,"[{'Li': '1.0', 'Ce': '0.05', 'Mn': '1.95', 'O': '4.0'}]",185.0711,Cathode,71.0,2.194840252955733,82.96507552238806
LiCo1.09Mn0.91O4,"[{'Li': '1.0', 'Co': '1.09', 'Mn': '0.91', 'O': '4.0'}]",185.16655,Cathode,131.2,3.2,82.96507552238806
K0.08Cu0.92O1âÎ³ @ Ag,"[{'K': '0.08', 'Cu': '0.92', 'O': '1.0'}, {'Ag': '1.0'}]",185.45916,Anode,804.3,2.194840252955733,82.96507552238806
SbS2 / graphene,"[{'Sb': '1.0', 'S': '2.0'}]",185.88,Anode,730.0,2.194840252955733,82.96507552238806
SnSe0.5S0.5 / C,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}, {'C': '1.0'}]",186.2365,Anode,437.0,3.0,70.0
Ni / MoO2âÎ´,"[{'Ni': '1.0'}, {'Mo': '1.0', 'O': '2.0'}]",186.641,Anode,1630.9,2.194840252955733,82.96507552238806
Fe0.5TiOPO4,"[{'Fe': '0.5', 'Ti': '1.0', 'O': '5.0', 'P': '1.0'}]",186.7585,Anode,200.0,4.0,82.96507552238806
Li2CoPO4F,"[{'Li': '2.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",186.781,Cathode,136.0,2.0,82.96507552238806
Li2MnSiO4 / NC-2,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'N': '1.0', 'C': '1.0'}]",186.917,Cathode,263.1,2.194840252955733,82.96507552238806
TiO2 / Ti2C,"[{'Ti': '1.0', 'O': '2.0'}, {'Ti': '2.0', 'C': '1.0'}]",187.61,Cathode,227.3,2.194840252955733,82.96507552238806
P4O4,"[{'P': '4.0', 'O': '4.0'}]",187.892,Cathode,570.58,2.194840252955733,82.96507552238806
Cu0.1V2O5,"[{'Cu': '0.1', 'V': '2.0', 'O': '5.0'}]",188.2326,Cathode,180.0,2.194840252955733,82.96507552238806
Na0.282V2O5,"[{'Na': '0.282', 'V': '2.0', 'O': '5.0'}]",188.36118,Cathode,164.0,2.194840252955733,82.96507552238806
GeO2 / Ge / C,"[{'Ge': '1.0', 'O': '2.0'}, {'Ge': '1.0'}, {'C': '1.0'}]",189.269,Anode,1860.0,2.194840252955733,82.96507552238806
CoSn @ C,"[{'Co': '1.0', 'Sn': '1.0'}, {'C': '1.0'}]",189.654,Anode,231.3,0.2,82.96507552238806
KFePO4,"[{'K': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",189.913,Cathode,156.0,2.194840252955733,82.96507552238806
Ni3NâCo3N @ CNT,"[{'Ni': '3.0', 'N': '1.0'}]",190.086,Anode,622.0,2.194840252955733,82.96507552238806
